patent_id,title,assignee,grant_date,label,confidence,rationale,insufficient_info,unparsed,model
US10036389B2,Magnetic coupling unit for submersible well pumps,Baker Hughes Incorporated,07/31/2018,neither,3,"The patent describes a magnetic coupling unit for submersible well pumps, focusing on mechanical components and hydrodynamic bearings, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10044641B2,Data packet processing in SDN,International Business Machines Corporation,08/07/2018,neither,3,The patent describes a method and apparatus for processing data packets in a software defined network (SDN) to improve performance by managing rule timeout information.,False,,google/gemini-2.5-flash-lite
US10040758B2,Mixed decyl mercaptans compositions and methods of making same,Chevron Phillips Chemical Company LP,08/07/2018,neither,3,"The patent describes compositions of mercaptans and methods of making them, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10049212B2,Protection against return oriented programming attacks,Intel Corporation,08/14/2018,neither,3,"The patent describes a processor with ROP logic to validate return pointers on a call stack, which is a general computer security mechanism.",False,,google/gemini-2.5-flash-lite
US10045189B2,Enhanced wireless home phone for an emergency call service network,"AT&T Intellectual Property I, L.P. AT&T Mobility II LLC",08/07/2018,neither,3,"The patent describes an enhanced wireless home phone for an emergency call service network that sends address information to a public safety answering point device when an emergency call is received and the device's location meets a condition relative to the subscriber's address, which is a standard emergency service function.",False,,google/gemini-2.5-flash-lite
US10056197B2,Electrode-gel electrolyte assembly comprising a porous carbon material and obtained by radical polymerisation,THALES,08/21/2018,neither,1,"The patent describes a process for producing an electrode-gel electrolyte assembly for batteries, with no mention of identifying, tracking, monitoring, profiling, or military applications.",False,,google/gemini-2.5-flash-lite
US10059963B2,Modified microorganisms and methods of making butadiene using same,Braskem S.A.,08/28/2018,neither,3,"The patent describes microorganisms and methods for producing butadiene, an industrial chemical, from a fermentable carbon source.",False,,google/gemini-2.5-flash-lite
US10058260B2,Apparatus and method for determining the occurrance of a QRS complex in ECG data,KONINKLIJKE PHILIPS N.V.,08/28/2018,neither,3,"The patent describes apparatus and methods for determining the occurrence of a QRS complex in ECG data, which is a medical diagnostic function.",False,,google/gemini-2.5-flash-lite
US10069010B2,Semiconductor device having compressively strained channel region and method of making same,Renesas Electronics Corporation,09/04/2018,neither,3,"The patent describes a semiconductor device and method for making it, focusing on material properties and manufacturing processes to improve performance, with no mention of people or surveillance.",False,,google/gemini-2.5-flash-lite
US10073083B2,Prophylactic and therapeutic agents for FGFR3 diseases and screening method for the same,KYOTO UNIVERSITY,09/11/2018,neither,3,"The patent describes therapeutic and prophylactic medicaments and screening methods for FGFR3 diseases, which are medical applications.",False,,google/gemini-2.5-flash-lite
US10069026B2,Reduced band gap absorber for solar cells,The Boeing Company,09/04/2018,neither,3,"The patent describes methods and apparatuses for a dual heterojunction multijunction solar cell, focusing on growing materials for solar cells and their bandgap properties.",False,,google/gemini-2.5-flash-lite
US10069844B2,Virtual network function (VNF) hardware trust in a network function virtualization (NFV) software defined network (SDN),Sprint Communications Company L.P.,09/04/2018,neither,2,The patent describes maintaining hardware trusted communications within a network function virtualization (NFV) software defined network (SDN) for secure data unit transfer between VNFs.,False,,google/gemini-2.5-flash-lite
US10079232B2,FinFET CMOS with silicon fin n-channel FET and silicon germanium fin p-channel FET,International Business Machines Corporation,09/18/2018,neither,3,"The patent describes a FinFET structure with silicon and silicon germanium channels for n-type and p-type FET devices, respectively, which is a semiconductor manufacturing technique.",False,,google/gemini-2.5-flash-lite
US10085363B2,Integrated compact impingement on extended heat surface,General Electric Company,09/25/2018,neither,3,"The patent describes a thermal management system for cooling electronic devices using vibrator assemblies and extended elements, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10085149B2,Authentication of a gateway device in a sensor network,Samsara Networks Inc.,09/25/2018,neither,3,"The patent describes a method for authenticating a gateway device within a sensor network to allow wireless sensing devices to upload data, which is a standard device-to-device communication and authentication process.",False,,google/gemini-2.5-flash-lite
US10084705B2,Location identification of prior network message processor,"Microsoft Technology Licensing, LLC",09/25/2018,neither,2,"The patent describes a system for verifying the location where a network message was processed using a signed proof of location, with no indication of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10081635B2,"Substituted N-(pyrrolidine-3-yl)-7H-pyrrolo[2,3-D]pyrimidine-4-amine as janus kinase inhibitor","YANG JI CHEMICAL CO., LTD. HAN WHA PHARMA CO., LTD.",09/25/2018,neither,3,"The patent describes a novel chemical compound and its use as a Janus kinase (JAK) inhibitor, which is a pharmaceutical application.",False,,google/gemini-2.5-flash-lite
US10085678B2,System and method for determining WHO grading of hearing impairment,"iHear Medical, Inc.",10/02/2018,neither,3,"The patent describes a system for grading hearing impairment according to WHO guidelines, which is a medical diagnostic tool for the user's own benefit.",False,,google/gemini-2.5-flash-lite
US10091022B2,Creating a channel for transmitting data of a digital subscriber line,British Telecommunications Public Limited Company,10/02/2018,neither,3,"The patent describes a method for creating a data transmission channel on a Digital Subscriber Line (DSL) by monitoring tone characteristics and allocating tones, which is a general networking function.",False,,google/gemini-2.5-flash-lite
US10100003B2,Salts of carnitine derivatives and methods of production,"ThermoLife International, LLC",10/16/2018,neither,1,"The patent describes salts of carnitine derivatives and methods of production, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10088931B2,"Silver nanowires, production methods thereof, conductors and electronic devices including the same","SAMSUNG ELECTRONICS CO., LTD.",10/02/2018,neither,1,"The patent describes the production of silver nanowires for conductive layers in electronic devices, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10092239B2,Biosensor and method for providing a biosensor,"ROCHE DIABETES CARE, INC.",10/09/2018,neither,1,"The patent describes a biosensor for subcutaneous insertion with flexible substrates and electrodes, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any military or defense application.",False,,google/gemini-2.5-flash-lite
US10102126B2,Apparatus and method for implementing a multi-level memory hierarchy having different operating modes,Intel Corporation,10/16/2018,neither,3,"The patent describes a memory and storage hierarchy for a computer system, integrating non-volatile memory with higher performance memory, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10105910B2,Method for continuously manufacturing composite hollow structure,CC3D LLC,10/23/2018,neither,1,"The patent describes a method for continuously manufacturing a composite hollow structure by coating and curing fibers, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10107742B2,Method and system for monitoring the quality of fluids,Siemens Aktiengesellschaft,10/23/2018,neither,3,"The patent describes a method for monitoring fluid quality using optical absorption and electron paramagnetic resonance measurements, with no indication of people monitoring or military application.",False,,google/gemini-2.5-flash-lite
US10114453B2,Smart wearable devices and methods with power consumption and network load optimization,SONY CORPORATION SONY CORPORATION OF AMERICA,10/30/2018,neither,3,"The patent describes methods for dynamic power management and network sensor data load optimization for networked smart wearable devices, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10115287B2,"Monitoring system, apparatus and method",Advanced Wireless Innovations LLC,10/30/2018,neither,2,"The patent describes a general monitoring and control system for an environment using sensors and a controllable module, without specifying any application related to people or military operations.",False,,google/gemini-2.5-flash-lite
US10121040B2,"Recognition apparatus, recognition method, storage medium, management system, and conveyance system","Ricoh Company, Ltd.",11/06/2018,neither,2,"The patent describes extracting and recognizing information from optically-readable symbols, such as cell lines, to acquire identification information, which is a general data processing task.",False,,google/gemini-2.5-flash-lite
US10126540B2,Focusing system for a telecentric optical measuring machine,"Quality Vision International, Inc.",11/13/2018,neither,3,The patent describes a method for focusing an optical measuring machine by comparing images in telecentric and non-telecentric modes to estimate object displacement from best focus.,False,,google/gemini-2.5-flash-lite
US10127903B2,Discovering windows in temporal predicates,INTERNATIONAL BUSINESS MACHINES CORPORATION,11/13/2018,neither,2,"The patent describes a method for separating and comparing temporal predicates for event specification, with no mention of identifying, tracking, or monitoring people, nor any military or defense application.",False,,google/gemini-2.5-flash-lite
US10131238B2,Charging transmission line under roadway for moving electric vehicle,"NIO USA, Inc.",11/20/2018,neither,3,"The patent describes a system for charging electric vehicles, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10130635B2,Process for preparation of optically pure and optionally substituted 2-(1-hydroxy-alkyl)-chromen-4-one derivatives and their use in preparing pharmaceuticals,Rhizen Pharmaceuticals SA,11/20/2018,neither,3,"The patent describes compounds and processes for preparing pharmaceutical intermediates, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10132925B2,"Imaging, fabrication and measurement systems and methods","Ascentia Imaging, Inc.",11/20/2018,neither,2,"The patent describes a system for determining the position of objects using intensity coding optics and an electromagnetic energy detector, with no mention of people or surveillance.",False,,google/gemini-2.5-flash-lite
US10135620B2,Managing secure content in a content delivery network,"Amazon Technologies, Inc.",11/20/2018,neither,3,"The patent describes managing secure content in a content delivery network for content providers and CDN service providers, with no mention of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10144655B2,"Systems and methods for distillation of water from seawater, brackish water, waste waters, and effluent waters",Global Water Farms Corporation,12/04/2018,neither,3,"The patent describes systems and methods for water purification using solar energy to distill water, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10144061B2,Particulates for additive manufacturing techniques,Delavan Inc,12/04/2018,neither,3,"The patent describes a globule for additive manufacturing formed from submicron particles, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10142742B2,"Audio systems, devices, and methods",Anderson Dean Robert Gary,11/27/2018,neither,1,"The patent describes replacing a portion of an audio signal with a noise signal based on its volume envelope, with no mention of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10145901B2,Method for the management of the electrical current supply in a motor vehicle,"FORD GLOBAL TECHNOLOGIES, LLC",12/04/2018,neither,3,"The patent describes a method for managing electrical current supply and battery charging in a motor vehicle, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10153848B2,"Optical device, a transmitter for a quantum communication system and a quantum communication system",Kabushiki Kaisha Toshiba,12/11/2018,neither,3,"The patent describes a transmitter for a quantum communication system that encodes information in the phase and amplitude of light pulses, with no mention of identifying, tracking, monitoring people, or military applications.",False,,google/gemini-2.5-flash-lite
US10147244B2,Fault source parameter identification,"Simmonds Precision Products, Inc.",12/04/2018,neither,2,"The patent describes identifying a 'fault source parameter' within a set of parameters using artificial intelligence networks, which is a general diagnostic process not inherently related to surveillance or military defense.",False,,google/gemini-2.5-flash-lite
US10154505B2,Method and apparatus for receiving data in communication system supporting multiple input multiple output scheme,"Samsung Electronics Co., Ltd.",12/11/2018,neither,3,"The patent describes methods for receiving data in a communication system using multiple input multiple output (MIMO) schemes, focusing on signal processing and decoding techniques for higher data rates, with no mention of identifying, tracking, or monitoring people, nor any military or defense applications.",False,,google/gemini-2.5-flash-lite
US10155671B2,System and method for controlling ultraviolet liquid disinfection,Atlantium Technologies Ltd.,12/18/2018,neither,3,"The patent describes a system for disinfecting liquid using UV light, adjusting the dose based on salinity, with no mention of people or military applications.",False,,google/gemini-2.5-flash-lite
US10155992B2,Monitoring health and disease status using clonotype profiles,ADAPTIVE BIOTECHNOLOGIES CORP.,12/18/2018,neither,3,"The patent describes methods for using DNA sequencing to identify biomarkers for monitoring disease status, specifically for autoimmune disease and cancer, which does not involve identifying, tracking, or monitoring people as subjects.",False,,google/gemini-2.5-flash-lite
US10164425B2,Electrostatic discharge protection,NXP B.V.,12/25/2018,neither,3,"The patent describes circuits and methods for voltage surge protection, focusing on enabling and disabling current paths and biasing control nodes, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10185141B2,Cascaded electrical device bus structure systems and methods,General Electric Company,01/22/2019,neither,1,"The patent describes techniques to improve the operation of an electrical system by detailing a bus structure with conductive layers to reduce stray inductance and increase stray capacitance, with no mention of people or surveillance.",False,,google/gemini-2.5-flash-lite
US10188330B1,Methods and systems for determining a light drive parameter limit in a physiological monitor,Covidien LP,01/29/2019,neither,3,"The patent describes a physiological monitoring system that determines a light drive parameter limit based on sensor signals, with no indication of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10192260B2,Tool for generating containerized processing logic for use in insurance claim processing,TELUS Health Solutions Inc.,01/29/2019,neither,3,"The patent describes a system for configuring adjudication rules for insurance claim processing, which does not involve identifying, tracking, monitoring, profiling, or extracting information about people, nor does it relate to armed forces or defense operations.",False,,google/gemini-2.5-flash-lite
US10201596B2,Peptide conjugated particles for the treatment of allergy,Northwestern University,02/12/2019,neither,1,"The patent describes compositions comprising peptide-coupled biodegradable particles for the treatment of allergy, specifically for eliciting induction of immunological tolerance.",False,,google/gemini-2.5-flash-lite
US10202544B2,"Light-diffusion powder, quantum-dot-containing photoresist, and quantum-dot-containing color film, and preparation methods","BOE TECHNOLOGY GROUP CO., LTD",02/12/2019,neither,3,"The patent describes a light-diffusion powder, photoresist, and color film, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any military or defense application.",False,,google/gemini-2.5-flash-lite
US10203712B2,Apparatus and method for energy management based on estimated resource utilization,"ENERNOC, INC.",02/12/2019,neither,3,"The patent describes an apparatus and method for managing energy consumption based on resource utilization and outside temperature, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10209378B2,Photopeak location systems and methods,"Halliburton Energy Services, Inc.",02/19/2019,neither,2,"The patent describes a system for locating photopeaks in a pulse-height spectrum using a gamma-ray spectrometer and a processor, which is a general scientific measurement technique.",False,,google/gemini-2.5-flash-lite
US10210239B2,Simplified entity relationship model to access structure data,INTERNATIONAL BUSINESS MACHINES CORPORATION,02/19/2019,neither,3,"The patent describes modeling data as an undirected graph with entities, attributes, and relationships for accessing structured data, with no mention of identifying, tracking, monitoring people, or military applications.",False,,google/gemini-2.5-flash-lite
US10213128B2,UWB microwave imaging system with a novel calibration approach for breast cancer detection,"Joint Vue, LLC",02/26/2019,neither,3,"The patent describes an apparatus and method for imaging tissue for breast cancer detection, which is a medical application and not surveillance or military defense.",False,,google/gemini-2.5-flash-lite
US10221759B2,High-efficiency linear combustion engine,"EtaGen, Inc.",03/05/2019,neither,3,"The patent describes a linear combustion engine for converting kinetic energy to electrical energy and vice versa, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10229928B2,Three dimensional NAND flash with self-aligned select gate,Intel Corporation,03/12/2019,neither,1,"The patent describes an integrated circuit with a pillar of semiconductor material, a field effect transistor, and memory cells, focusing on the physical structure and arrangement for data storage, with no mention of identifying, tracking, or monitoring people, nor any military or defense application.",False,,google/gemini-2.5-flash-lite
US10231009B2,Grouping and presenting content,DISH Technologies L.L.C.,03/12/2019,neither,3,"The patent describes a system for recording, decoding, and storing multiple instances of content and supplemental content, and presenting content selections based on group tags, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10237418B2,"Methods, systems, and computer readable media for charging based on radio congestion in mobile networks",Oracle International Corporation,03/19/2019,neither,3,"The patent describes methods for charging based on radio congestion in mobile networks, altering charging records for subscribers, which is a network management function.",False,,google/gemini-2.5-flash-lite
US10241767B2,Distributed function generation with shared structures,"Red Hat, Inc.",03/26/2019,neither,3,"The patent describes the generation of native functions from intermediate functions for different computing environments, which is a general software development process.",False,,google/gemini-2.5-flash-lite
US10236367B2,Bipolar semiconductor device with silicon alloy region in silicon well and method for making,GLOBALFOUNDRIES Inc.,03/19/2019,neither,1,"The patent describes a bipolar semiconductor device and its manufacturing method, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10245577B2,Removal of ozone from electrokinetic devices,"Inspirotec, Inc.",04/02/2019,neither,3,"The patent describes methods and devices for removing ozone from electrokinetic devices used for propelling dielectric fluid mediums, not for identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10245306B2,Flexible tissue matrix and methods for joint repair,"ISTO Technologies, Inc.",04/02/2019,neither,3,"The patent describes a synthetic tissue matrix for joint repair using mesenchymal stem cells and a polymer/polysaccharide blend to form hyaline cartilage, with no mention of identifying, tracking, monitoring people, or military applications.",False,,google/gemini-2.5-flash-lite
US10248638B2,Creating forms for hierarchical organizations,"FUJI XEROX CO., LTD.",04/02/2019,neither,3,"The patent describes an information input system for creating forms for hierarchical organizations, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any military or defense application.",False,,google/gemini-2.5-flash-lite
US10253158B2,"Method for continuously preparing modified conjugated diene polymers, polymers obtained from the method, and rubber composition comprising the same","LG CHEM, LTD.",04/09/2019,neither,1,"The patent describes a method for preparing modified conjugated diene polymers and rubber compositions, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10253300B2,Adapted rhinovirus C,Wisconsin Alumni Research Foundation,04/09/2019,neither,1,"The patent describes a mutated rhinovirus C with enhanced virus yields and visible cytopathic effect, which is a biological research topic unrelated to surveillance or military applications.",False,,google/gemini-2.5-flash-lite
US10254285B2,Methods for detecting and treating cancer metastasis,Cedars-Sinai Medical Center,04/09/2019,neither,3,"The patent describes methods for detecting and treating cancer metastasis based on oncosomes, which is a medical application.",False,,google/gemini-2.5-flash-lite
US10256401B2,Memory device with multiple interconnect lines,Toshiba Memory Corporation,04/09/2019,neither,1,"The patent describes a memory device with multiple interconnect lines and layers, focusing on its physical structure and materials, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10259172B2,Fabrication method of magnetic device,Industrial Technology Research Institute,04/16/2019,neither,1,"The patent describes a fabrication method for magnetic devices using an energy beam and reactive gas, with no mention of people or surveillance.",False,,google/gemini-2.5-flash-lite
US10265703B2,Smart control for airborne particle collection,International Business Machines Corporation,04/23/2019,neither,3,"The patent describes a system for collecting airborne particles using airflow and filters, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10266802B2,Method for controlling biological processes in microorganisms,ORTERON (T.O) LTD.,04/23/2019,neither,1,"The patent describes a method for controlling biological processes in microorganisms using modified plasma, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10272324B2,Classifying collision events using inertial and audio data,Intel Corporation,04/30/2019,neither,3,"The patent describes classifying collision events using inertial and audio data for a handheld device, with no indication of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10271378B2,Mobile peer to peer direct communications,Feher Kamilo,04/23/2019,neither,3,"The patent describes methods for mobile peer-to-peer communication, user authentication via fingerprint, motion detection for navigation, and signal processing for wireless networks, none of which inherently involve identifying, tracking, or monitoring people for third-party analysis or military operations.",False,,google/gemini-2.5-flash-lite
US10276226B2,Method and system for determining temperature using a magnetic junction,"Samsung Electronics Co., LTD.",04/30/2019,neither,3,"The patent describes a method for measuring temperature using magnetic characteristics and electrical bias, with no mention of people or surveillance.",False,,google/gemini-2.5-flash-lite
US10278715B2,Systems for use in crossing and treating an occlusion,XableCath Inc.,05/07/2019,neither,3,"The patent describes a medical device and method for treating occlusions in blood vessels, which is a medical application and not related to surveillance or military defense.",False,,google/gemini-2.5-flash-lite
US10293485B2,Systems and methods for robotic path planning,BRAIN CORPORATION,05/21/2019,neither,3,"The patent describes systems and methods for robotic path planning using cost maps and masks to navigate a space, with no mention of identifying, tracking, monitoring people, or military applications.",False,,google/gemini-2.5-flash-lite
US10289179B2,Dynamic control of liquid cooling pumps to provide thermal cooling uniformity,Intel Corporation,05/14/2019,neither,3,"The patent describes methods for controlling liquid cooling pumps to maintain thermal uniformity in a processor, focusing on temperature and noise values, with no mention of identifying, tracking, or monitoring people, nor any military or defense applications.",False,,google/gemini-2.5-flash-lite
US10296556B2,System and method for efficient sparse matrix processing,Palo Alto Research Center Incorporated,05/21/2019,neither,3,"The patent describes a system and method for efficient sparse matrix processing using GPUs, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10299034B2,Electronic device and input/output method thereof,"Samsung Electronics Co., Ltd.",05/21/2019,neither,2,"The patent describes forming beams in specific directions using microphones to receive sound, which is a general audio processing technique without a stated surveillance or military application.",False,,google/gemini-2.5-flash-lite
US10284438B2,Multipath provisioning of L4-L7 traffic in a network,"Cisco Technology, Inc.",05/07/2019,neither,1,"The patent describes techniques for network traffic provisioning and multipath data flow management, with no mention of identifying, tracking, monitoring people, or military applications.",False,,google/gemini-2.5-flash-lite
US10300074B2,Use of inhibitor of apoptosis protein (IAP) antagonists in HIV therapy,Sanford-Burnham Medical Research Institute Salk Institute for Biological Studies,05/28/2019,neither,3,"The patent describes the use of compounds for the treatment of human immunodeficiency virus (HIV), which is a medical application.",False,,google/gemini-2.5-flash-lite
US10299157B2,Apparatus and method for managing congestion in wireless communication system,"Samsung Electronics Co., Ltd.",05/21/2019,neither,3,"The patent describes a method for managing congestion in a wireless communication system by acquiring and transmitting path setup information, with no mention of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10302722B2,System and method for magnetic resonance imaging using exchange time reflective of motion restriction or spin diffusion of protons bound to macromolecules,"Beth Israel Deaconess Medical Center, Inc.",05/28/2019,neither,1,"The patent describes a system and method for magnetic resonance imaging (MRI) to analyze magnetization transfer and generate a report about a subject, with no indication of identifying, tracking, or monitoring people for third-party analysis or military applications.",False,,google/gemini-2.5-flash-lite
US10307617B2,Charged particle ? patient motion control system apparatus and method of use there,Michaud Susan L. Spotts Stephen L. Bennett James P. Lee W. Davis,06/04/2019,neither,3,"The patent describes a system for controlling a charged particle beam relative to a patient and imaging surface for treatment and imaging, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10308605B2,Proton pump inhibitors,Takeda Pharmaceutical Company Limited,06/04/2019,neither,1,"The patent describes a proton pump inhibitor containing a compound represented by a formula, which is a pharmaceutical compound and not related to surveillance or military applications.",False,,google/gemini-2.5-flash-lite
US10310005B2,Time-domain distance line protection of electric power delivery systems,"Schweitzer Engineering Laboratories, Inc.",06/04/2019,neither,3,The patent describes a system for detecting faults in an electric power system using time-domain electrical conditions to implement protective actions.,False,,google/gemini-2.5-flash-lite
US10309652B2,Gas turbine engine combustor basket with inverted platefins,"SIEMENS ENERGY, INC.",06/04/2019,neither,3,"The patent describes a combustor basket for a gas turbine engine, focusing on cooling air passages and platefins, with no mention of identifying, tracking, monitoring people, or military/defense operations.",False,,google/gemini-2.5-flash-lite
US10310864B2,Managing invocation of tasks,Ab Initio Technology LLC,06/04/2019,neither,2,"The patent describes managing the invocation of tasks and processing data elements in a graph-based program specification, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10318880B2,Ultra low noise materials and devices for cryogenic superconductors and quantum bits,"Lawrence Livermore National Security, LLC",06/11/2019,neither,3,"The patent describes materials and devices for cryogenic superconductors and quantum bits, focusing on reducing noise and decoherence, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10323098B2,Mutant interleukin-2 polypeptides,Roche Glycart AG,06/18/2019,neither,3,"The patent describes mutant interleukin-2 polypeptides for use as immunotherapeutic agents and related compositions and methods, which does not fit the criteria for surveillance or military defense.",False,,google/gemini-2.5-flash-lite
US10328050B2,C-Myc as a biomarker for tumor sensitivity to treatment with RNA polymerase II inhibition,"Institute for Cancer Research NexusPharma, Inc.",06/25/2019,neither,3,"The patent describes systems and methods for determining cancer patient response to treatment based on biomarkers, not for identifying or tracking people.",False,,google/gemini-2.5-flash-lite
