patent_id,title,assignee,grant_date,label,confidence,rationale,insufficient_info,unparsed,model
US10049675B2, User profiling for voice input processing,Apple Inc.,2018-08-14,neither,2,"The patent describes identifying the user providing a voice input to process voice inputs, which is a form of authentication or personalization for the user's own device.",False,,google/gemini-2.5-flash-lite
US10055401B2, Identification and processing of idioms in an electronic environment,International Business Machines Corporation,2018-08-21,neither,3,"The patent describes the identification and processing of idioms in electronic communications, which is a general language processing task.",False,,google/gemini-2.5-flash-lite
US10055402B2, Generating a semantic network based on semantic connections between subject- &hellip;,Accenture Global Services Limited,2018-08-21,neither,2,"The patent describes generating a semantic network based on subject-verb-object units within text, with no indication of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10055403B2, Rule-based dialog state tracking,Adobe Systems Incorporated,2018-08-21,neither,3,"The patent describes a system for tracking dialog states to represent what users have in mind in dialog, focusing on identifying slot-value pairs, which is a general natural language processing task.",False,,google/gemini-2.5-flash-lite
US10055438B2, Manipulation and/or analysis of hierarchical data,Robert T. and Virginia T. Jenkins,2018-08-21,neither,1,"The patent describes methods for representing hierarchical data in numerical signal values, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10055400B2, Multilingual analogy detection and resolution,International Business Machines Corporation,2018-08-21,neither,2,"The patent describes deciphering and translating analogical phrases by parsing grammatical sub-components and identifying attributes and definitions, which is a general language processing task.",False,,google/gemini-2.5-flash-lite
US10055489B2, System and method for content-based media analysis,Ebay Inc.,2018-08-21,neither,3,"The patent describes a system for generating a media vector for catalog books based on synopses, which is a general content analysis task.",False,,google/gemini-2.5-flash-lite
US10055686B2, Dimensionally reduction of linguistics information,"Microsoft Technology Licensing, Llc",2018-08-21,neither,2,"The patent describes a deep structured semantic module trained on click-through data to maximize the likelihood of clicked documents given queries, which is a general information retrieval task.",False,,google/gemini-2.5-flash-lite
US10061749B2, Systems and methods for contextual vocabularies and customer segmentation,Sdl Netherlands B.V.,2018-08-28,neither,2,"The patent describes obtaining contextual properties for end users and device information for customer segmentation, which does not involve identifying, tracking, or monitoring people for a third party.",False,,google/gemini-2.5-flash-lite
US10057736B2, Active transport based notifications,Apple Inc.,2018-08-21,neither,2,"The patent describes techniques for triggering actions based on communication events, such as telephone calls, for task items, which is a general notification system.",False,,google/gemini-2.5-flash-lite
US10061770B2, Multilingual idiomatic phrase translation,International Business Machines Corporation,2018-08-28,neither,3,"The patent describes a system to decipher and translate analogical phrases and idioms between languages, which is a general machine translation task.",False,,google/gemini-2.5-flash-lite
US10061843B2, Translating natural language utterances to keyword search queries,"Microsoft Technology Licensing, Llc",2018-08-28,neither,3,"The patent describes translating natural language queries into keyword search queries for a statistical model trained on query click log data, which is a general search functionality.",False,,google/gemini-2.5-flash-lite
US10061848B2, Ontology-crowd-relevance deep response generation,"Microsoft Technology Licensing, Llc",2018-08-28,neither,3,"The patent describes generating responses to input utilizing an ontology-crowd-relevance methodology by accessing data items and determining an ontology, which is a general language processing task.",False,,google/gemini-2.5-flash-lite
US10062032B2, Question resolution processing in deep question answering systems,International Business Machines Corporation,2018-08-28,neither,3,"The patent describes a deep question answering system for processing questions and identifying possible values for input data, which is a general language processing task.",False,,google/gemini-2.5-flash-lite
US10061753B2, Systems and methods for content extraction from a mark-up language text &hellip;,The Trustees Of Columbia University In The City Of New York,2018-08-28,neither,3,"The patent describes systems and methods for content extraction from markup language text using parsing and filters, with no indication of identifying, tracking, monitoring, profiling, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10068003B2, Method and/or system for tree transformation,Robert T. and Virginia T. Jenkins,2018-09-04,neither,1,"The patent describes methods for transforming complex two-dimensional graphical hierarchies, which is a general computer graphics task unrelated to surveillance or military applications.",False,,google/gemini-2.5-flash-lite
US10067983B2, Analyzing tickets using discourse cues in communication logs,International Business Machines Corporation,2018-09-04,neither,2,"The patent describes analyzing tickets using discourse cues in communication logs for IT incident management, which is a general IT function.",False,,google/gemini-2.5-flash-lite
US10062039B1, Methods and apparatus for asynchronous and interactive machine learning using &hellip;,"CS Disco, Inc.",2018-08-28,neither,3,"The patent describes a machine learning system for identifying membership relations between data objects and tag targets, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any military or defense application.",False,,google/gemini-2.5-flash-lite
US10067670B2, Multi-switch option scanning,Google Llc,2018-09-04,neither,1,"The patent describes methods for providing scanning options in user interfaces to facilitate the selection of input options, which is a general user interface functionality.",False,,google/gemini-2.5-flash-lite
US10067938B2, Multilingual word prediction,Apple Inc.,2018-09-04,neither,3,"The patent describes systems and processes for multilingual word prediction, which is a general language technology function.",False,,google/gemini-2.5-flash-lite
US10068024B2, Method and apparatus for correlating and viewing disparate data,Sri International,2018-09-04,neither,2,"The abstract describes generating actionable data based on multimodal data from unsynchronized data sources by extracting concepts, which is a general data processing task.",False,,google/gemini-2.5-flash-lite
US10068185B2, Error-driven feature ideation in machine learning,"Microsoft Technology Licensing, Llc",2018-09-04,neither,3,"The patent describes a feature ideator for machine learning classifiers to generate suggested features based on errors, which is a general machine learning technique.",False,,google/gemini-2.5-flash-lite
US10073829B2, System and method for inputting text into electronic devices,Touchtype Limited,2018-09-11,neither,3,"The patent describes a system for inputting text into electronic devices using a text prediction engine and language models, which is a general text processing function.",False,,google/gemini-2.5-flash-lite
US10068566B2, Method and system for considering information about an expected response when &hellip;,"Vocollect, Inc.",2018-09-04,neither,2,"The patent describes a speech recognition system that analyzes user speech to recognize a response, using information about an expected response to improve accuracy, which is a general function of speech recognition.",False,,google/gemini-2.5-flash-lite
US10073840B2, Unsupervised relation detection model training,"Microsoft Technology Licensing, Llc",2018-09-11,neither,3,"The patent describes a system for training a relation detection model using freely available web resources for linguistic processing, with no indication of surveillance or military applications.",False,,google/gemini-2.5-flash-lite
US10074360B2, Providing an indication of the suitability of speech recognition,Apple Inc.,2018-09-11,neither,3,"The patent describes determining speech recognition suitability based on an audio input, which is a general language technology function.",False,,google/gemini-2.5-flash-lite
US10074135B2, Modeling asset transfer flow relationships discovered in unstructured data,International Business Machines Corporation,2018-09-11,neither,2,"The patent describes analyzing unstructured documents to identify asset transfer flow relationships and generate a model, which is a general data analysis task.",False,,google/gemini-2.5-flash-lite
US10075347B2, Network configuration in view of service level considerations,"Microsoft Technology Licensing, Llc",2018-09-11,neither,2,"The patent describes methods for computer networking and obtaining performance data from networking components, with no mention of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10078487B2, Context-sensitive handling of interruptions,Apple Inc.,2018-09-18,neither,2,"The patent describes handling a list of notification items based on urgency values and detecting an information item, which is a general system for managing alerts and does not involve identifying or tracking people.",False,,google/gemini-2.5-flash-lite
US10078631B2, Entropy-guided text prediction using combined word and character n-gram &hellip;,Apple Inc.,2018-09-18,neither,3,"The patent describes predicting words in a text entry environment by combining language models, which is a general text processing task.",False,,google/gemini-2.5-flash-lite
US10079014B2, Name recognition system,Apple Inc.,2018-09-18,neither,2,"The system uses a phonetic dictionary to process words from a user's databases for speech recognition, which is a general-purpose function.",False,,google/gemini-2.5-flash-lite
US10078634B2, Visualizing and exploring natural-language text,International Business Machines Corporation,2018-09-18,neither,3,"The patent describes methods for visualizing and exploring natural-language text by parsing it into directed and outline graphs, with no indication of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10080114B1, Detection and ranking of entities from mobile onscreen content,Google Llc,2018-09-18,neither,2,"The patent describes detecting and ranking entities from mobile onscreen content, which is a general information processing task without specific surveillance or military applications.",False,,google/gemini-2.5-flash-lite
US10083167B2, System and method for unsupervised text normalization using distributed &hellip;,"At&T Intellectual Property I, L.P.",2018-09-25,neither,3,"The patent describes unsupervised normalization of noisy text using distributed representation of words for a word having a non-canonical spelling in a first language, which is a general text processing task.",False,,google/gemini-2.5-flash-lite
US10083171B1, Natural language processing using a CNN based integrated circuit,Gyrfalcon Technology Inc.,2018-09-25,neither,3,"The patent describes a method for processing natural language texts by converting them into a 2-D symbol for a computing system, with no mention of identifying, tracking, monitoring people, or military applications.",False,,google/gemini-2.5-flash-lite
US10083451B2, Using semantic processing for customer support,"Asapp, Inc.",2018-09-25,neither,3,"The patent describes assisting a customer service representative in responding to customers, which is a standard business support function.",False,,google/gemini-2.5-flash-lite
US10083231B1, Fuzzy term partition identification,International Business Machines Corporation,2018-09-25,neither,1,"The patent describes building and applying fuzzy term partitions and a fuzzy category taxonomy, which are general language processing techniques without a specific surveillance or military application.",False,,google/gemini-2.5-flash-lite
US10083688B2, Device voice control for selecting a displayed affordance,Apple Inc.,2018-09-25,neither,3,"The patent describes voice control for selecting a displayed affordance on an electronic device, which is a general user interface function.",False,,google/gemini-2.5-flash-lite
US10083690B2, Better resolution when referencing to concepts,Apple Inc.,2018-09-25,neither,3,"The patent describes a virtual assistant programmed to refer to shared domain concepts using concept nodes, which is a general language processing task.",False,,google/gemini-2.5-flash-lite
US10089072B2, Intelligent device arbitration and control,Apple Inc.,2018-10-02,neither,3,"The patent describes using a virtual assistant to arbitrate among and control electronic devices based on audio input, which is a general-purpose function.",False,,google/gemini-2.5-flash-lite
US10089304B2," Encoding and adaptive, scalable accessing of distributed models",Google Llc,2018-10-02,neither,3,"The patent describes systems for accessing distributed models in automated machine processing, including machine translation and speech recognition, which are general-purpose language technologies.",False,,google/gemini-2.5-flash-lite
US10091140B2, Context-sensitive generation of conversational responses,"Microsoft Technology Licensing, Llc",2018-10-02,neither,3,"The patent describes a response generation engine trained on conversational data to generate conversational responses, which is a general language technology application.",False,,google/gemini-2.5-flash-lite
US10089580B2, Generating and using a knowledge-enhanced model,"Microsoft Technology Licensing, Llc",2018-10-02,neither,3,"The patent describes generating a model based on user-behavioral data and knowledge data for queries and selections, which is a general machine learning task without specific surveillance or military applications.",False,,google/gemini-2.5-flash-lite
US10095685B2, Phrase pair collecting apparatus and computer program therefor,National Institute Of Information And Communications Technology,2018-10-09,neither,2,"The patent describes a system for collecting phrase pairs and storing semantic relation patterns between words, with no indication of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10095684B2, Trained data input system,"Microsoft Technology Licensing, Llc",2018-10-09,neither,3,"The patent describes a data input system that uses a language model to compute candidate next items in a sequence, and a training engine to train the language model using data about true words, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10089576B2, Representation learning using multi-task deep neural networks,"Microsoft Technology Licensing, Llc",2018-10-02,neither,1,"The abstract describes mapping queries or documents into a lower dimensional space using deep neural networks, which is a general machine learning task without specific surveillance or military applications mentioned.",False,,google/gemini-2.5-flash-lite
US10095692B2, Template bootstrapping for domain-adaptable natural language generation,Thornson Reuters Global Resources Unlimited Company,2018-10-09,neither,3,"The patent describes a system for bootstrapping templates for natural language sentence generation, which is a general language technology task.",False,,google/gemini-2.5-flash-lite
US10095779B2, Structured representation and classification of noisy and unstructured tickets &hellip;,International Business Machines Corporation,2018-10-09,neither,3,"The patent describes methods for structuring and classifying noisy and unstructured tickets, correlating problem incident text data with event text, which is a general data processing task.",False,,google/gemini-2.5-flash-lite
US10096034B2," Technology event detection, analysis, and reporting system",Accenture Global Services Limited,2018-10-09,neither,2,"The system monitors information for details relevant to a 'technology hypothesis' and provides a 'technology radar', indicating a focus on technological analysis rather than people.",False,,google/gemini-2.5-flash-lite
US10101822B2, Language input correction,Apple Inc.,2018-10-16,neither,3,The patent describes a process for language input correction based on detected contact inputs via a keyboard interface on a touch-sensitive display.,False,,google/gemini-2.5-flash-lite
US10097899B2, Systems and methods for searching media content,Sling Media L.L.C.,2018-10-09,neither,2,"The patent describes systems and methods for searching media files using various devices, with no indication of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10102200B2, Predicate parses using semantic knowledge,International Business Machines Corporation,2018-10-16,neither,3,"The patent describes a mechanism for improving predicate parses using semantic knowledge to resolve ambiguous syntactic analysis, which is a general natural language processing task.",False,,google/gemini-2.5-flash-lite
US10095780B2, Automatically mining patterns for rule based data standardization systems,International Business Machines Corporation,2018-10-09,neither,3,"The patent describes mining for sub-patterns within a text data set for rule-based data standardization systems, which does not involve identifying, tracking, monitoring, profiling, or extracting information about people, nor is it explicitly for military or defense operations.",False,,google/gemini-2.5-flash-lite
US10097871B2, Methods and apparatus for providing mixed audio streams,"Nuance Communications, Inc.",2018-10-09,neither,2,"The patent describes combining public and private data streams, such as emails, to generate a data output stream for a user based on a user profile, which is a general data processing function.",False,,google/gemini-2.5-flash-lite
US10102254B2, Confidence ranking of answers based on temporal semantics,International Business Machines Corporation,2018-10-16,neither,3,"The patent describes a mechanism for providing confidence rankings for answers in a question and answer system based on temporal semantics, which is a general language processing task.",False,,google/gemini-2.5-flash-lite
US10102275B2, User interface for a query answering system,International Business Machines Corporation,2018-10-16,neither,3,"The patent describes a method for providing an answer to a user query using a dialectical model and NLP, which is a general-purpose language technology application.",False,,google/gemini-2.5-flash-lite
US10102277B2, Bayesian visual interactive search,Sentient Technologies (Barbados) Limited,2018-10-16,neither,2,"The patent describes a method for identifying a desired document by calculating probability scores, which is a general information retrieval task.",False,,google/gemini-2.5-flash-lite
US10102294B2, Analyzing concepts over time,International Business Machines Corporation,2018-10-16,neither,2,"The patent describes a method for analyzing concepts over time using natural language processing to generate concept vector sets, with no indication of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10102359B2, Device access using voice authentication,Apple Inc.,2018-10-16,neither,3,"The patent describes comparing speech input to a voiceprint to authenticate the user to the device, which is a form of user authentication for personal device access.",False,,google/gemini-2.5-flash-lite
US10102454B2, Image classification utilizing semantic relationships in a classification &hellip;,International Business Machines Corporation,2018-10-16,neither,2,"The patent describes a method for calculating probability scores for classes based on visual information and semantic relationships in a classification hierarchy, which is a general image classification technique.",False,,google/gemini-2.5-flash-lite
US10102453B1, Natural language processing via a two-dimensional symbol having multiple &hellip;,Gyrfalcon Technology Inc.,2018-10-16,neither,1,"The patent describes a method for representing natural language texts as a multi-layer 2-D symbol for processing, with no mention of identifying, tracking, monitoring people, or military applications.",False,,google/gemini-2.5-flash-lite
US10102849B2, Systems and methods for providing metadata-dependent language models,"Nuance Communications, Inc.",2018-10-16,neither,3,"The patent describes techniques for generating language models based on language data and metadata attributes, with no mention of identifying, tracking, monitoring, profiling, or extracting information about people, nor any explicit military or defense application.",False,,google/gemini-2.5-flash-lite
US10102851B1, Incremental utterance processing and semantic stability determination,"Amazon Technologies, Inc.",2018-10-16,neither,2,"The patent describes generating incremental speech recognition results to determine a user's intent from an utterance, which is a general language processing task.",False,,google/gemini-2.5-flash-lite
US10108712B2, Systems and methods for generating search query rewrites,Ebay Inc.,2018-10-23,neither,3,The patent describes generating standardized query rewrites for a search engine by analyzing query rewrite input language records.,False,,google/gemini-2.5-flash-lite
US10108612B2, Mobile device having human language translation capability with positional &hellip;,Apple Inc.,2018-10-23,neither,3,"The patent describes a mobile device with a translator to translate words or phrases from a first human language into a second human language, which is a general-purpose language translation function.",False,,google/gemini-2.5-flash-lite
US10108902B1, Methods and apparatus for asynchronous and interactive machine learning using &hellip;,"CS Disco, Inc.",2018-10-23,neither,2,"The patent describes a machine learning model for predicting membership relationships between data objects and tags, with no indication of identifying, tracking, or monitoring people.",False,,google/gemini-2.5-flash-lite
US10109023B2, Social media events detection and verification,Thomson Reuters Global Resources Unlimited Company,2018-10-23,neither,2,"The patent describes processing social media data to extract information and determine veracity, which is a general information processing task, not specifically identifying or tracking people.",False,,google/gemini-2.5-flash-lite
US10108521B2, Dynamic component performance monitoring,Ab Initio Technology Llc,2018-10-23,neither,3,"The patent describes methods for dynamic graph performance monitoring of applications, which is a general computing task.",False,,google/gemini-2.5-flash-lite
US10109270B2, Adaptive text-to-speech outputs,Google Llc,2018-10-23,neither,3,"The patent describes determining a user's language proficiency to adjust text-to-speech output, which is a general accessibility or user experience feature.",False,,google/gemini-2.5-flash-lite
US10109275B2, Word hash language model,"Asapp, Inc.",2018-10-23,neither,3,"The abstract describes a language model used in general natural language processing tasks such as speech recognition, machine translation, and information retrieval, with no indication of surveillance or military applications.",False,,google/gemini-2.5-flash-lite
US10114818B2, System and method for locating bilingual web sites,"At&T Intellectual Property I, L.P.",2018-10-30,neither,3,"The patent describes a method for identifying bilingual websites to bootstrap a language translation system, which is a general language technology application.",False,,google/gemini-2.5-flash-lite
US10120863B2," System, method, and recording medium for regular rule learning",International Business Machines Corporation,2018-11-06,neither,2,"The patent describes a system for learning rules from sentences to find semantic relationships, which is a general language processing task without specific surveillance or military applications mentioned.",False,,google/gemini-2.5-flash-lite
US10115055B2, Systems methods circuits and associated computer executable code for deep &hellip;,Booking.Com B.V.,2018-10-30,neither,3,"The patent describes systems and methods for deep learning based natural language understanding, focusing on training neural networks by introducing character string inputs and noise, with no mention of identifying, tracking, monitoring people, or military/defense applications.",False,,google/gemini-2.5-flash-lite
US10120864B2, Method and system for identifying user issues in forum posts based on discourse &hellip;,Conduent Business Services Llc,2018-11-06,neither,2,"The patent describes a method for categorizing issues in forum posts based on discourse patterns, which is a general text analysis task.",False,,google/gemini-2.5-flash-lite
US10111099B2, Distributing content in managed wireless distribution networks,"Microsoft Technology Licensing, Llc",2018-10-23,neither,1,"The patent describes identifying and storing portions of protected content on a device for distribution within a wireless network, with no mention of people identification or military applications.",False,,google/gemini-2.5-flash-lite
US10120865B1, Techniques for automatic generation of natural language text,Yseop Sa,2018-11-06,neither,3,"The patent describes techniques for automatically generating text, which is a general natural language processing task not inherently related to surveillance or military applications.",False,,google/gemini-2.5-flash-lite
US10121467B1, Automatic speech recognition incorporating word usage information,"Amazon Technologies, Inc.",2018-11-06,neither,3,"The patent describes a language model for automatic speech processing that incorporates word usage information, which is a general language technology application.",False,,google/gemini-2.5-flash-lite
US10123067B2, Personal video recorder functionality for placeshifting systems,Sling Media L.L.C.,2018-11-06,neither,3,"The patent describes enabling PVR functionality on a media player for a placeshifting system to record media programs remotely, which is a personal media consumption feature.",False,,google/gemini-2.5-flash-lite
